title,date
【中期金视野】房地产税年内开征绝无可能 ,2018-09-12
【中期金策略】内盘周二夜盘大涨，预计今日回调 ,2018-09-12
【中期金策略】外盘周二大涨，预计今日回调 ,2018-09-12
【中期“加油站”|原油专题】：国际原油港口 —亚丁港 ,2018-09-12
【原油交易策略】原油主力今日预计弱势震荡 ,2018-09-12
【中期金视野】国常会提出研究降社保费率稳定了预期 ,2018-09-06
【中期量化】期指再回落，黑色逞英雄 ,2018-09-06
【中期金视野】海德鲁复产或再延迟 ,2018-09-06
【策略推荐】边际成本抬升，铁矿或震荡上行 ,2018-09-06
【中期金视野】减税降费未来或更多倾向于小微企业 ,2018-09-06
【中期金视野】天然气步入发展快车道，建议关注 ,2018-09-06
【策略推荐】豆粕期权交易策略 ,2018-09-06
【期货日报刊文】铁矿石 短期走强概率大 ,2018-09-06
【中期量化】期指回落，有色分化，油脂暂歇 ,2018-09-05
【中期金视野】2000亿美元商品关税将至，勿过度悲观 ,2018-09-05
【中期金视野】民间投资已进入大有可为的机遇期 ,2018-09-05
【中期金策略】内盘周二夜盘上涨，预计今日上升 ,2018-09-05
【中期金策略】外盘周二上涨，预计今日涨势持续 ,2018-09-05
【中期“加油站”|原油专题】：国际原油港口 —巴士拉港 ,2018-09-05
【原油交易策略】原油主力今日预计震荡上升 ,2018-09-05
【中期量化】期指再涨，有色空空，油脂异动 ,2018-09-04
【中期金视野】9月地方债发行破万亿概率加大 ,2018-09-04
【原油交易策略】原油主力今日预计震荡上升 ,2018-09-04
【中期金策略】内盘周一夜盘上涨，预计今日上升 ,2018-09-04
【中期金策略】外盘周一上涨，预计今日涨势持续 ,2018-09-04
【中期“加油站”|原油专题】：国际主要原油港口 —法奥港 ,2018-09-04
【中期金视野】外汇期货正式上线进度或正加快 ,2018-09-03
【中期量化】期指V型反弹，黑色继续凉凉 ,2018-09-03
【原油交易策略】原油主力今日预计震荡上升 ,2018-09-03
【中期金策略】内盘周五夜盘微涨，预计今日上升 ,2018-09-03
【中期金策略】外盘周五下滑，预计今日跌势持续 ,2018-09-03
【中期“加油站”|原油专题】：国际原油港口 —哈尔克岛 ,2018-09-03
【中期金视野】减税进度或将加速完成 ,2018-08-31
【中期金视野】8月景气指数显示宏观经济承压减少有限 ,2018-08-31
【中期金策略】内盘周四夜盘上涨，预计今日震荡 ,2018-08-31
【中期金策略】外盘周四上升，预计今日继续升势 ,2018-08-31
【中期“加油站”|原油专题】：中国主要原油港口 —洋浦港 ,2018-08-31
【原油交易策略】原油主力今日预计弱势震荡 ,2018-08-30
【中期量化】有色坚挺，焦炭大跌，期指又凉 ,2018-08-30
【中期金策略】内盘周三夜盘上涨，预计今日震荡 ,2018-08-30
【中期金策略】外盘周三上升，预计今日继续升势 ,2018-08-30
【中期“加油站”|原油专题】钦州港 ,2018-08-30
【原油交易策略】原油主力今日预计高位震荡 ,2018-08-29
【中期量化】股指缩量，双焦分化，钢材歇歇 ,2018-08-29
【中期金策略】内盘周二夜盘下滑，预计今日反弹 ,2018-08-29
【中期金策略】外盘周二下滑，预计今日继续下滑 ,2018-08-29
【中期“加油站”|原油专题】茂名港 ,2018-08-29
【原油交易策略】原油主力今日预计上涨 ,2018-08-28
【中期量化】有色异动，焦炭反打，PTA新高 ,2018-08-28
【中期金策略】外盘周一上升，预计今日继续上涨 ,2018-08-28
【中期金策略】内盘周一夜盘上涨，预计今日上升 ,2018-08-28
【中期“加油站”】：中国主要原油港口 —唐山港 ,2018-08-28
【原油交易策略】原油主力今日预计震荡上升 ,2018-08-28
【中期金视野】边打边谈，贸易战技术性谈判难有结果 ,2018-08-24
【中期金策略】内盘周四夜盘上升，预计今日上涨 ,2018-08-24
【中期金策略】外盘周四先跌后涨，预计今日上涨 ,2018-08-24
【中期“加油站”|原油专题】：中国主要原油港口 —营口港 ,2018-08-24
【原油交易策略】原油主力今日预计涨势持续 ,2018-08-24
【中期金视野】加强涉股权管理或将改变公司行为 ,2018-08-23
【原油交易策略】原油主力今夜预计先跌后涨 ,2018-08-23
【中期量化】商品被绿，期指飘红，资金腾挪 ,2018-08-23
【中期金策略】内盘周三夜盘上升，预计今日上涨 ,2018-08-23
【中期金策略】外盘周三上升，预计今日继续上涨 ,2018-08-23
【中期“加油站”|原油专题】：中国主要原油港口 —日照港 ,2018-08-23
【原油交易策略】原油主力今日预计持续上涨 ,2018-08-22
【中期量化】期指震荡整理，商品分化明显 ,2018-08-22
【中期金视野】基建补短板城轨先行，建议关注 ,2018-08-22
【中期金策略】内盘周二夜盘上升，预计今日上涨 ,2018-08-22
【中期金策略】外盘周二上升，预计今日继续上涨 ,2018-08-22
【中期“加油站”|原油专题】：中国主要原油港口 —湛江港 ,2018-08-22
【原油交易策略】原油主力今日预计持续上涨 ,2018-08-22
【原油交易策略】原油主力今夜预计上涨 ,2018-08-21
【中期量化】期指两连红，有色触底反弹 ,2018-08-21
【中期金视野】地方债保发行或影响未来政府行为范式 ,2018-08-21
【中期金策略】内盘周一夜盘上升，预计今日上涨 ,2018-08-21
【中期金策略】外盘周一上升，预计今日继续上涨 ,2018-08-21
【中期“加油站”|原油专题】：中国主要原油港口 —泉州港 ,2018-08-21
【原油交易策略】原油主力今日预计反弹持续 ,2018-08-21
【原油交易策略】原油主力今夜预计反弹 ,2018-08-20
【中期量化】工业品强者恒强，期指回升、谨慎做空 ,2018-08-20
【周策略会议】黑色继续领涨，有色集体下挫 ,2018-08-20
【中期金策略】内盘周五夜盘下滑，预计今日反弹 ,2018-08-20
【中期金策略】外盘周五上升，预计今日下滑 ,2018-08-20
【中期“加油站”|原油专题】：中国主要原油港口 —天津港 ,2018-08-20
【原油交易策略】原油主力今日预计上升 ,2018-08-20
【中期量化】双焦大涨黑色逞强，期指走弱再显熊态 ,2018-08-17
【中期金视野】7月底中央经济工作会议精神解读（下） ,2018-08-17
【中期金策略】内盘周三夜盘下滑，预计今日反弹 ,2018-08-17
【中期金策略】外盘周三上升，预计今日继续反弹 ,2018-08-17
【中期“加油站”|原油专题】：中国主要原油港口 —舟山港 ,2018-08-17
【原油交易策略】原油主力今日预计反弹 ,2018-08-17
【中期金策略】郑糖探底回升，将延续震荡格局 ,2018-08-16
【原油交易策略】原油主力今夜预计反弹 ,2018-08-16
【中期量化】商品市场普遍回落，期指低开震荡走弱 ,2018-08-16
【中期金视野】8、9月地方债发行将飙升，注意机会和风险 ,2018-08-16
【中期金策略】内盘周三夜盘暴跌，预计今日下滑 ,2018-08-16
【中期金策略】外盘周三下跌，预计今日继续下滑 ,2018-08-16
【中期“加油站”|原油专题】：中国主要原油港口 —大连港 ,2018-08-16
【原油交易策略】原油主力今日预计继续下行趋势 ,2018-08-16
【中期晨会】利用资产配置模型看商品轮动 ,2018-08-16
【原油交易策略】原油主力今夜预计震荡下行 ,2018-08-15
【中期量化】工业品继续回落，期指再度深调 ,2018-08-15
【中期金视野】7月M2、社融表明经济下行压力依然较大 ,2018-08-15
【中期金策略】内盘周二夜盘上升，预计今日震荡 ,2018-08-15
【中期金策略】外盘周二下跌，预计今日继续下滑 ,2018-08-15
【中期“加油站”|原油专题】：中国主要原油港口 —青岛港 ,2018-08-15
【原油交易策略】原油主力今日预计弱势震荡 ,2018-08-15
【中期金视野】7月社零复降表明未来经济依然承压 ,2018-08-14
【中期金视野】7月社零复降表明未来经济依然承压 ,2018-08-14
【中期金视野】固投持降因政策时滞，8、9月或回升 ,2018-08-14
【中期量化】工业品普遍回落，豆、粕类短线逞强 ,2018-08-14
【原油交易策略】原油主力今夜预计继续上涨 ,2018-08-14
【中期晨会】棉花行情分析 ,2018-08-14
【中期金策略】内盘周一夜盘下滑，预计今日上涨 ,2018-08-14
【中期金策略】外盘周一下滑，预计今日反弹 ,2018-08-14
【中期“加油站”|原油专题】：中国主要原油港口 —惠州港 ,2018-08-14
【原油交易策略】原油主力今日预计上涨 ,2018-08-14
【原油交易策略】原油主力今夜预计继续下滑 ,2018-08-13
【中期量化】股指强势震荡，商品期货分化明显 ,2018-08-13
【中期金视野】下半年减税进度将加快 ,2018-08-13
【中期金策略】内盘周五夜盘上涨，预计今日下滑 ,2018-08-13
【中期金策略】外盘周五上涨，预计今日下跌 ,2018-08-13
【中期“加油站”|原油专题】：中国主要原油港口 —宁波港 ,2018-08-13
【原油交易策略】原油主力今日预计震荡下滑 ,2018-08-13
【中期晨会】铁矿石市场分析 ,2018-08-13
【中期量化】股指强势震荡，工业品普遍回调 ,2018-08-10
【中期金视野】7月进出口数据解读 ,2018-08-10
【中期金策略】内盘周四夜盘下滑，预计今日下跌 ,2018-08-10
【中期金策略】外盘周四下跌，预计今日跌势持续 ,2018-08-10
【中期“加油站”|原油专题】陕京线输气管道 ,2018-08-10
【原油交易策略】原油主力今日预计弱势震荡 ,2018-08-10
【中期金视野】7月份PPI显示企业利润空间可能受到一定挤压 ,2018-08-09
【中期量化】股指强势收红，有色普遍上涨 ,2018-08-09
【中期金视野】7月份CPI表明消费可能进一步回暖 ,2018-08-09
【中期晨会】PTA上涨因素分析及8月行情展望 ,2018-08-09
【中期量化】股指再度回落，豆类变现强势 ,2018-08-08
【中期金视野】7月底中央经济工作会议精神解读（下） ,2018-08-07
【中期量化】股指大幅反弹，商品全线上涨 ,2018-08-07
【中期金策略】内盘周一夜盘暴涨，预计今日上升 ,2018-08-07
【中期金策略】外盘周一上涨，预计今日涨势持续 ,2018-08-07
【中期“加油站”|原油专题】轮库线输气管道 ,2018-08-07
【原油交易策略】原油主力今日预计持续上涨 ,2018-08-07
【中期金视野】汇率已成为对冲贸易战重要武器 ,2018-08-06
【中期量化】商品继续上涨，股指继续大幅下挫 ,2018-08-06
【中期晨会】供应压力主导市场 郑糖将先扬后抑 ,2018-08-06
【中期金策略】内盘周五夜盘上涨，预计今日上升 ,2018-08-06
【中期金策略】外盘周五上涨，预计今日下跌 ,2018-08-06
【中期“加油站”|原油专题】花格线输气管道 ,2018-08-06
【原油交易策略】原油主力今日预计上涨 ,2018-08-06
【中期金视野】7月底中央经济工作会议精神解读（中） ,2018-08-03
【中期金策略】内盘周四夜盘上涨，预计今日震荡 ,2018-08-03
【中期金策略】外盘周四上涨，预计今日回调 ,2018-08-03
【中期“加油站”|原油专题】河南濮阳至沧州输气管道 ,2018-08-03
【原油交易策略】原油主力今日预计震荡 ,2018-08-03
【中期晨会】从基本面分析8月锡价走势 ,2018-08-03
【中期量化】股指再度下挫，商品继续分化 ,2018-08-02
【中期晨会】动力煤8月行情展望 ,2018-08-02
【中期量化】股指大幅下挫，商品分化明显。 ,2018-08-01
【中期金视野】7月底中央经济工作会议精神解读（上） ,2018-08-01
【中期晨会】宏观半年报解读之三： 如何看待中国经济 ,2018-08-01
【中期量化】有色多数收红，农产品震荡分化 ,2018-07-31
【中期金视野】7月份PMI表明经济承压仍在加大 ,2018-07-31
【中期金策略】内盘周一夜盘上涨，预计今日下滑 ,2018-07-31
【中期金策略】外盘周一上涨，预计今日回调 ,2018-07-31
【中期“加油站”|原油专题】西北地区输气管道2 ,2018-07-31
【原油交易策略】原油主力今日预计下跌 ,2018-07-31
【中期晨会】8月份黑色市场分析 ,2018-07-31
【中期金策略】多头获利了结，沪铜大幅下挫 ,2018-07-30
【中期量化】黑色震荡，农产品全线上涨 ,2018-07-30
【中期金视野】人民币8月继续承压，或触及6.94 ,2018-07-30
【中期金策略】铁矿跟随螺纹偏强运行 ,2018-07-30
【中期金策略】内盘周五夜盘下跌，预计今日上升 ,2018-07-30
【中期金策略】外盘周五下滑，预计今日下跌 ,2018-07-30
【中期“加油站”|原油专题】西北地区输气管道 ,2018-07-30
【原油交易策略】原油主力今日预计上涨 ,2018-07-30
【中期晨会】8月份铝市场分析 ,2018-07-30
【中期量化】双焦、矿大涨，油脂异军突起 ,2018-07-27
【中期金视野】勿过度解读央妈财爹积极行动，保持定力 ,2018-07-27
【中期金策略】内盘周四夜盘上涨，预计今日上升 ,2018-07-27
【中期金策略】外盘周四上涨，预计今日继续上升 ,2018-07-27
【中期“加油站”|原油专题】格拉成品油管道 ,2018-07-27
【原油交易策略】原油主力今日预计上涨 ,2018-07-27
【中期晨会】巧用数据分析农产品交易机会 ,2018-07-27
【中期量化】股指震荡回落，豆类全线走强 ,2018-07-26
【中期金视野】财政部门对一切管理者具有选择权 ,2018-07-26
【中期金策略】内盘周三夜盘上涨，预计今日上升 ,2018-07-26
【中期金策略】外盘周三上涨，预计今日继续上升 ,2018-07-26
【中期“加油站”|原油专题】华东地区原油管道 ,2018-07-26
【原油交易策略】原油主力今日预计上涨 ,2018-07-26
【中期金视野】金融国资管理加强将促进金融业转向 ,2018-07-25
【中期金策略】供给充裕 豆粕1901背靠3250轻仓短空 ,2018-07-25
【中期量化】股指震荡整理，工业品继续走强 ,2018-07-25
【中期晨会】宏观半年报解读之二： 政策转向 ,2018-07-25
【中期金策略】沪铜连收四阳 仍有上行空间 ,2018-07-24
【中期量化】股指继续强势，国债期货回落 ,2018-07-24
【原油交易策略】原油主力今夜预计下滑 ,2018-07-24
【中期金策略】尝试介入买铁矿卖螺纹对冲策略 ,2018-07-24
【中期金视野】财政政策要更加积极利好基建和固投 ,2018-07-24
【中期金策略】螺纹等待回落试多 ,2018-07-24
【中期晨会】2018年度苹果品种实地调研报告分享 ,2018-07-24
【中期金策略】内盘周一夜盘上涨，预计今日震荡 ,2018-07-24
【中期金策略】外盘周一下跌，预计今日下跌 ,2018-07-24
【中期“加油站”|原油专题】华东地区原油管道 ,2018-07-24
【原油交易策略】原油主力今日预计盘恒震荡 ,2018-07-23
【中期金视野】经济稳杠杆、政策转宽松 ,2018-07-23
【中期量化】股指继续收涨，有色普遍转强 ,2018-07-23
【中期金策略】沪铜震荡反弹，关注50000一线压力 ,2018-07-23
【中期金策略】内盘周五夜盘上涨，预计今日下滑 ,2018-07-23
【中期金策略】外盘周五上涨，预计今日下跌 ,2018-07-23
【中期“加油站”|原油专题】东北地区原油管道 ,2018-07-23
【原油交易策略】原油主力今日预计震荡下滑 ,2018-07-23
【中期晨会】国债期货下半年的三种机会 ,2018-07-23
【中期量化】股指交割收大阳，黑色继续坚挺 ,2018-07-20
【中期金视野】人民币贬值主要由基本面决定 ,2018-07-20
【中期金策略】螺纹多单止盈观望 ,2018-07-20
【中期金策略】内盘周四夜盘上涨，预计今日震荡 ,2018-07-20
【中期金策略】外盘周四上涨，预计今日震荡 ,2018-07-20
【中期“加油站”|原油专题】中原地区原油管道 ,2018-07-20
【原油交易策略】原油主力今日预计震荡盘恒 ,2018-07-20
"【中期晨会】宏观风险需求疑虑,沪铜将延续探底 ",2018-07-20
【中期量化】农产品走势偏强，黑色走弱分化 ,2018-07-19
【中期金视野】下半年地方新增债将助力固投 ,2018-07-19
【中期金策略】内盘周三夜盘上涨，预计今日下滑 ,2018-07-19
【中期金策略】外盘周三上涨，预计今日震荡下跌 ,2018-07-19
【中期“加油站”|原油专题】华北地区原油管道 ,2018-07-19
【原油交易策略】原油主力今日预计下滑 ,2018-07-19
【中期晨会】期权及量化半年报策略解读 ,2018-07-19
【原油交易策略】原油主力今夜预计震荡上升 ,2018-07-18
【中期金视野】国库现金定存中标利率走低并不意味降息引导 ,2018-07-18
【中期金策略】内盘周二夜盘下跌，预计今日震荡上升 ,2018-07-18
【中期金策略】外盘周二上涨，预计今日震荡上升 ,2018-07-18
【中期“加油站”|原油专题】Zeepipe海底管道输气系统 ,2018-07-18
【原油交易策略】原油主力今日预计震荡上升 ,2018-07-18
【中期金策略】空头移仓热卷1901合约 ,2018-07-18
【中期晨会】棉花行情分析 ,2018-07-18
【中期量化】期指震荡回落，粕类偏强 ,2018-07-17
【中期金视野】当前经济下行压力依然较大 ,2018-07-17
【中期金视野】财政与央行之争折射出政策转变实质点 ,2018-07-17
【中期金策略】关注PTA加仓做空机会 ,2018-07-17
【中期金策略】铁矿延续震荡走势 ,2018-07-17
【中期晨会】PTA市场近期热点分析 ,2018-07-17
【中期金策略】内盘原油夜盘大跌，预计今日偏弱 ,2018-07-17
【中期金策略】外盘周一大跌，预计今日震荡 ,2018-07-17
【中期“加油站”|原油专题】俄罗斯-土耳其输气管道 ,2018-07-17
【中期晨会】PTA市场近期热点分析 ,2018-07-17
【中期量化】期指窄幅震荡，黑色走势分化 ,2018-07-16
【中期金策略】螺纹维持回落短多思路 ,2018-07-16
【中期金策略】内盘周五夜盘上涨，预计今日震荡 ,2018-07-16
【中期金策略】外盘周五上涨，预计今日下滑 ,2018-07-16
【中期“加油站”|原油专题】亚马尔-欧洲输气管道 ,2018-07-16
【中期金策略】内盘周五夜盘上涨，预计今日震荡 ,2018-07-16
【中期晨会】跨品种交易机会展望 ,2018-07-16
【中期量化】期指窄幅震荡，黑色上行受阻 ,2018-07-13
【中期金视野】下半年外贸可能仍将承压 ,2018-07-13
【中期金策略】外盘周四震荡，预计今日下滑 ,2018-07-13
【中期“加油站”|原油专题】美国湾流天然气管道 ,2018-07-13
【中期金策略】内盘周四夜盘大跌，预计今日震荡 ,2018-07-13
【中期金策略】限产加码，螺纹偏强 ,2018-07-13
【中期晨会】豆类2018年下半年市场展望 ,2018-07-13
【中期晨会】铁矿石市场分析与策略应用 ,2018-07-13
【中期金策略】螺纹维持回落短多思路 ,2018-07-12
【中期金策略】内盘周二夜盘大跌，预计今日反弹 ,2018-07-12
【中期金策略】外盘周三大跌，预计今日弱势震荡 ,2018-07-12
【中期“加油站”|原油专题】阿拉斯加输气管道系统 ,2018-07-12
【原油交易策略】原油主力今日预计震荡上涨 ,2018-07-12
【中期金策略】关注PTA加仓做空机会 ,2018-07-12
【中期金视野】人民币短期内或在6.62至6.67附近波动 ,2018-07-11
【中期金策略】关注PTA阶段做空机会 ,2018-07-11
【中期金视野】6月份CPI显示消费可能企稳回暖 ,2018-07-11
【中期金策略】内盘周二夜盘上涨，预计今日下跌 ,2018-07-11
【中期金策略】外盘周二上涨，预计今日震荡下跌 ,2018-07-11
【中期“加油站”|原油专题】美加联盟输气管道系统 ,2018-07-11
【原油交易策略】原油主力今日预计震荡下滑 ,2018-07-11
【中期晨会】近期原油市场的基本面分析 ,2018-07-11
【复盘点睛】期债小幅收跌，与股市相关性增强 ,2018-07-10
【中期量化】期指震荡收红，豆类继续回调 ,2018-07-10
【中期金策略】环保限产发酵，螺纹偏强 ,2018-07-10
【中期金策略】内盘周一夜盘上涨，预计今日下跌 ,2018-07-10
【中期金策略】外盘周一上涨，预计今日高位震荡 ,2018-07-10
【中期“加油站”|原油专题】艾伯塔输气管道系统 ,2018-07-10
【原油交易策略】原油主力今日预计下跌 ,2018-07-10
【中期金视野】结构性去杠杆需流动性精准滴灌 ,2018-07-10
【中期晨会】下半年锌市场展望 ,2018-07-10
【原油交易策略】原油主力今夜预计震荡下跌 ,2018-07-09
【复盘点睛】期债交投偏谨慎，可关注做陡收益率 ,2018-07-09
【中期量化】国债回落、期指大涨，工业品多数收阳 ,2018-07-09
【中期金策略】介入买焦炭卖螺纹策略 ,2018-07-09
【中期金视野】国有资本配置优化或致金融领域现新貌 ,2018-07-09
【中期金策略】关注PTA主力5960上方阶段做空机会 ,2018-07-09
【中期金策略】内盘周五夜盘下滑，预计今日下跌 ,2018-07-09
【中期金策略】外盘周五涨跌不一，预计今日下滑 ,2018-07-09
【中期“加油站”|原油专题】：横贯加拿大的输气管道 ,2018-07-09
【原油交易策略】原油主力今日预计震荡下跌 ,2018-07-09
【中期晨会】复杂政策环境下的期货交易机会 ,2018-07-09
【中期金视野】贸易战打响，农产品和能源受冲击较大 ,2018-07-06
【中期量化】国债回落、期指冲高，关注黄金 ,2018-07-06
【原油交易策略】原油主力今夜预计继续下跌 ,2018-07-06
【中期金策略】内盘周四夜盘下滑，预计今日下跌 ,2018-07-06
【中期晨会】持仓博弈看近期热点品种 ,2018-07-06
【中期金策略】外盘周四下跌，预计今日持续下滑 ,2018-07-06
【中期“加油站”|原油专题】西气东送管道 ,2018-07-06
【原油交易策略】原油主力今夜预计下跌 ,2018-07-06
【中期金策略】介入买焦煤卖热卷策略 ,2018-07-06
【原油交易策略】原油主力今夜预计下跌 ,2018-07-05
【复盘点睛】债市短期偏谨慎，观望为主 ,2018-07-05
【中期晨会】农产品套利机会探讨 ,2018-07-05
【中期金策略】止盈部分铁矿空单 ,2018-07-05
【中期金策略】内盘周三夜盘下滑，预计今日下跌 ,2018-07-05
【中期金策略】外盘周三上涨，预计今日下滑 ,2018-07-05
【原油交易策略】原油主力今日预计震荡下滑 ,2018-07-05
【原油交易策略】原油主力今夜预计下滑趋势持续 ,2018-07-04
【中期量化】避险情绪致黄金走强，豆类、粕类回调 ,2018-07-04
【复盘点睛】期债短期回调，谨慎情绪升温 ,2018-07-04
【中期金策略】贸易争端打压 沪铜弱势运行 ,2018-07-04
【中期金视野】中美互加关税几近，关注风险及机会 ,2018-07-04
【中期金策略】介入买焦煤空螺纹策略 ,2018-07-04
【中期金视野】人民币汇率短线或反弹至6.5 ,2018-07-04
【中期金策略】橡胶短线空单结利出场 ,2018-07-04
【中期早知道】金稳会新增协作单位，股指深V ,2018-07-04
【中期晨会】黑色空单是否应该继续持有 ,2018-07-04
【中期金策略】内盘周二夜盘下滑，预计今日下跌 ,2018-07-04
【中期金策略】外盘周二上涨，预计今日回调 ,2018-07-04
【中期“加油站”|原油专题】阿拉伯半岛东西输油管道 ,2018-07-04
【原油交易策略】原油主力今日预计震荡下滑 ,2018-07-03
【中期金视野】个税改革或10月实施以刺激消费 ,2018-07-03
【原油交易策略】原油主力今夜预计弱势震荡 ,2018-07-03
【中期量化】IF、IH低位反弹，豆类、粕类高位震荡。 ,2018-07-03
【复盘点睛】避险情绪消退，期债小幅回调 ,2018-07-03
【中期金策略】关注甲醇高位短空机会 ,2018-07-03
【中期晨会】国债期货下半年投资逻辑 ,2018-07-03
【中期金策略】内盘周一夜盘下滑，预计今日上涨 ,2018-07-03
【中期金策略】外盘周一下滑，预计今日震荡上升 ,2018-07-03
【中期“加油站”|原油专题】乌连戈依-中央输气管道 ,2018-07-03
【原油交易策略】原油主力今日预计震荡上升 ,2018-07-03
【中期金策略】动力煤高位坚挺 可逢低短多郑煤1901 ,2018-07-02
【原油交易策略】原油主力今夜预计上升 ,2018-07-02
【复盘点睛】期债收涨，偏强格局未变 ,2018-07-02
【中期金策略】谨慎情绪浓厚，切勿冲动抄底 ,2018-07-02
【中期量化】IF、IH再创新低，豆类、粕类继续坚挺。 ,2018-07-02
【中期金视野】6月份PMI显示经济可能承压较大 ,2018-07-02
【中期新视野】下半年宏观经济形势有三条主线 ,2018-07-02
【中期金策略】化工：沥青短线做空 ,2018-07-02
【中期早知道】工业品、股指偏弱 双粕领涨 ,2018-07-02
【中期金策略】内盘周五夜盘上涨，预计今日回调 ,2018-07-02
【中期金策略】内盘周五夜盘上涨，预计今日回调 ,2018-07-02
【中期金策略】外盘周五上涨，预计今日震荡下滑 ,2018-07-02
【原油交易策略】原油主力今日预计高位震荡 ,2018-07-02
【中期“加油站”|原油专题】：阿拉斯加输气管道 ,2018-07-02
【中期金策略】新澳粉矿或形成交割压力 ,2018-07-02
【原油交易策略】原油主力今夜预计高位震荡 ,2018-06-29
【中期量化】期指全面反弹，工业品震荡偏强。 ,2018-06-29
【中期金策略】黑色-铁矿多单持有 ,2018-06-29
【中期金策略】外盘周四上涨，预计今日震荡下滑 ,2018-06-29
【中期金策略】内盘周四夜盘上涨，预计今日回调 ,2018-06-29
【中期“加油站”原油专题】阿-意输气管道 ,2018-06-29
【中期金视野】人民币短线反弹基础削弱可能直贬至6.7 ,2018-06-29
【中期晨会】7月份PTA市场展望 ,2018-06-29
【中期早知道】股指期货激进短多 原油期货滚动做多 ,2018-06-29
【中期金视野】央行发出宽松信号，或还有2+次降准 ,2018-06-29
【原油交易策略】原油主力今日预计震荡回调 ,2018-06-29
【中期金策略】黑色-止盈买铁矿卖焦煤焦炭策略 ,2018-06-29
【中期金策略】铜-沪铜震荡整理关注51000一线支撑 ,2018-06-28
【中期金视野】人民币短期急贬或将结束长期仍看空 ,2018-06-28
【中期量化】期指羸弱新低，豆类、粕类震荡偏强 ,2018-06-28
【原油交易策略】原油主力今夜预计震荡上涨 ,2018-06-28
【中期金视野】棚改收紧表明对地方债管理加强 ,2018-06-28
【中期晨会】关于棚改你要知道的 ,2018-06-28
【中期金策略】内盘周三夜盘大涨，预计今日震荡 ,2018-06-28
【中期金策略】外盘周三上涨，预计今日震荡 ,2018-06-28
【中期“加油站”原油专题】科洛尼尔成品油管道 ,2018-06-28
【中期金策略】下方支撑明显 郑糖连收四阳 ,2018-06-27
【中期金策略】沪铜维持震荡 调整行情延续 ,2018-06-27
【复盘点睛】商品-原油豆粕大涨，皆因特朗普 ,2018-06-27
【原油交易策略】原油主力今夜预计震荡下跌 ,2018-06-27
【复盘点睛】期债-期债再度冲高关注多单机会 ,2018-06-27
【中期量化】期指再创新低，豆类、粕类大涨。 ,2018-06-27
【中期金策略】存量资金短博弈，悲观情绪难去 ,2018-06-27
【中期“加油站”原油专题】阿拉斯加输油管道 ,2018-06-27
【中期金策略】外盘周二上涨，预计今日高位震荡 ,2018-06-27
【中期金策略】内盘周二夜盘大涨预计今日震荡 ,2018-06-27
【中期金策略】多矿空螺套利持有 ,2018-06-27
【中期晨会】苹果后期行情研判 ,2018-06-27
【原油交易策略】原油主力今日预计高位回调 ,2018-06-27
【中期金策略】介入买焦煤空焦炭策略 ,2018-06-27
【复盘点睛】期债-季末资金成本坚挺，偏弱震荡 ,2018-06-26
【原油交易策略】原油主力今夜预计涨势持续 ,2018-06-26
【中期量化】中证期指偏强，豆类、粕类坚挺。 ,2018-06-26
【中期金视野】小微企业获得支持，经济或得新助力 ,2018-06-26
【中期金视野】棚改或收紧不影响下半年经济支撑 ,2018-06-26
【中期金策略】期指-沪指探底2800，期指震荡加紧 ,2018-06-26
【中期金策略】黑色-资金趋紧，螺纹偏弱整理 ,2018-06-26
【中期金策略】内盘周一夜盘上涨预计今日上升 ,2018-06-26
【中期金策略】外盘周一下滑预计今日上涨 ,2018-06-26
【中期“加油站”原油专题】国际管道-友谊输油管道 ,2018-06-26
【原油交易策略】原油主力今日预计持续上升 ,2018-06-26
【中期晨会】下方支撑渐显郑糖有望回升 ,2018-06-26
【复盘点睛】商品-工业品分化，原油小幅回升 ,2018-06-25
【原油交易策略】原油主力今夜预计震荡上升 ,2018-06-25
【复盘点睛】期债冲高回落，等待逢低做多机会 ,2018-06-25
【中期量化】期指高开低走仍呈弱势，农产品偏强。 ,2018-06-25
【中期金策略】期指-降准落地，切勿追多 ,2018-06-25
【中期金视野】最高检发声新一波金融监管或将至 ,2018-06-25
【中期金视野】定向降准放水养鱼货币宽松迹象显现 ,2018-06-25
【中期金策略】螺纹背靠3700轻仓短多 ,2018-06-25
【中期早知道】央妈降准落地、商股指反弹 ,2018-06-25
【中期金策略】止盈部分买铁矿09卖铁矿01跨期策略 ,2018-06-25
【中期金策略】内盘周五夜盘暴升预计今日下跌 ,2018-06-25
【中期金策略】外盘周五大涨，预计今日回调 ,2018-06-25
【中期“加油站”原油专题】国内油田 —华北油田 ,2018-06-25
【原油交易策略】原油主力今日预计回调 ,2018-06-25
【中期晨会】白糖期权近期投资策略建议 ,2018-06-25
【原油交易策略】原油主力今夜预计震荡上涨 ,2018-06-22
【中期量化】期指触底反弹，工业品分化明显 ,2018-06-22
【中期金策略】铜-沪铜弱势震荡5日均线获支撑 ,2018-06-22
【中期金策略】黑色-介入黑色空头策略 ,2018-06-22
【中期金视野】定向降准下周出台货币政策基调不变 ,2018-06-22
【中期金策略】期指-市场尚未企稳，谨慎抄底 ,2018-06-22
【中期金策略】黑色-螺纹区间震荡思路对待 ,2018-06-22
【中期金视野】人民币下半年处于贬值通道中 ,2018-06-22
