title,Date
招金期货:受多头获利了结影响，沪铜延续下跌走势,2017-11-30
招金期货：沪铝利空消息消化，多空双方15000点位争夺激烈,2017-11-28
伦敦期镍周一引领金属市场跌势,2017-11-28
招金期货:预计短期铜价反弹后延续震荡走弱,2017-11-24
南华期货：有色金属夜盘偏强振荡,2017-11-24
为何期焦如此连续大涨？,2017-11-23
招金期货：沪镍延续反弹修复，重心缓慢上移,2017-11-23
招金期货:沪锌夜盘反弹，收回前几日跌幅,2017-11-22
国信期货：油脂消费旺季或将到来大豆有望上涨,2017-11-22
招金早评:空头力量逐渐加大，沪铝开始新一轮下跌,2017-11-21
沪铝行情震荡，走出预判的长下影线,2017-11-20
招金早评：下游需求不足，恐难以继续支撑铜价,2017-11-20
南华期货：螺纹钢横盘整理　热卷小幅回落,2017-11-17
招金早评：沪铜现货升水转贴水，下游因取暖季限产需求下降,2017-11-16
招金：卷螺基差收敛，螺纹短期多近空远,2017-11-15
中瑞交易：有色金属、黑色品种、化工品种操作建议,2017-11-15
招金期货：中期宽幅震荡，长期看涨金价,2017-11-14
招金期货:沪铜仍处于震荡区间,2017-11-10
瑞达期货：60日线支撑再现沪锌午后探底回升,2017-11-10
"华信期货:月度报告前夕美豆平稳,美豆豆油表现坚挺",2017-11-09
招金期货:短期反弹，中期震荡，长期看涨金价,2017-11-09
"招金期货:沪铝趋势下行,沪锌短期将延续震荡",2017-11-08
糖价延续上行上方压力渐增,2017-11-08
铜铝镍螺纹双焦热卷化工,2017-11-07
采暖季钢厂限产都利空原料端,2017-11-07
招金期货:沪铜短期震荡走弱，长期看涨金价,2017-11-06
南华期货：螺纹钢夜盘小幅反弹,2017-11-06
沪铜行情走势进入震荡,2017-11-03
美豆逼近1000美分关口，美粕持稳形成短期底部,2017-11-03
美联储计划持续加息预期对金价构成压力,2017-11-03
南华期货：煤焦夜盘震荡盘整,2017-11-03
螺纹：日内短线，灵活处理，等待破位参与,2017-11-02
"招金:黄金基短期反弹,沪铜仍处于下跌趋势之中",2017-11-02
"美豆小幅攀高,月初市场表现温和",2017-11-02
招金期货：加息预期对金价构成压力,2017-11-01
螺纹钢震荡洗盘，拉高回落,2017-11-01
"糖会召开,价格盘整",2017-11-01
螺纹：形态收敛，还要继续下破,2017-10-31
"收割时节美豆失去活力,美豆震荡区域逐步收窄",2017-10-31
螺纹：区间盘整？！,2017-10-30
新棉陆续上市，供应压力抑制长期棉价,2017-10-30
螺纹：区间突破做趋势行情,2017-10-24
瑞达期货：郑煤振荡下行，短空策略为宜,2017-10-20
糖价窄幅波动美新棉采收进度良好,2017-10-19
山东地区限产政策如何实施成为影响后市铝价的关键因素之一,2017-10-19
冬季将至，价差套利思路多热卷空螺纹,2017-10-19
"郑糖延续盘整,美豆美粕连续两日调整",2017-10-18
进口铅精矿TC降至25美元左右供应趋紧仍支撑四季度铅价,2017-10-13
环保炒作风声再起，螺纹或存修复基差预期,2017-10-13
白糖未来走势逻辑,2017-10-13
黑色尾盘拉升，白糖增仓上行,2017-10-13
南华期货：铁矿石底部整理，波动较大,2017-10-12
USDA月报前增产预期压制ICE期棉价格,2017-10-11
USDA月报前美棉震荡整理，美豆粕前高附近技术性回档,2017-10-10
黑色整体行情走势行情国庆假期后下旬或将出现转折,2017-10-09
黑色系反弹滞涨抛空,2017-09-28
套利分析：卷螺套利节后迎来机会,2017-09-28
黑色系震荡行情，思路转变反弹滞涨抛空,2017-09-27
广西抛储糖价回落,2017-09-27
步入粕强油弱的季节，关注油粕套利操作,2017-09-26
黑色系交易策略报告,2017-09-26
对美棉质量的担忧使期棉反弹,2017-09-26
瑞达期货：螺纹钢弱势整理关注均线压力,2017-09-26
白糖关注国储成交情况,2017-09-18
黑色系偏弱行情，思路转变反弹滞涨抛空,2017-09-18
现货销售好转支撑郑糖,2017-09-15
随着环保治理深入，消息面利多,2017-09-14
国储出库兑现，郑糖触底反弹,2017-09-14
福能期货：季节性因素影响蛋价短空长多,2017-09-13
瑞达期货：沪铝逆势飙升供给侧改革预期浓厚,2017-09-12
上周基金增持豆油净多，美豆美粕多空均衡,2017-09-11
昨日全球金融市场普跌，回调还是弱势？,2017-09-06
铁矿受进口，港口库存、环保政策限产等因素影响，今日抗跌将出现买点,2017-09-05
糖价小幅反弹全美金融市场休市,2017-09-05
利好消息兑现，螺纹强势反弹,2017-09-01
空头回补推高原糖美豆低位震荡偏强,2017-09-01
飓风登陆德州，影响低于预期美棉大幅回落,2017-08-29
巴西加征乙醇关税刺激原糖上涨,2017-08-25
南华期货：玻璃日内尝试1460上方放空,2017-08-25
原糖延续反弹，郑糖承压回落,2017-08-24
糖价小幅回调美棉区可能遭受飓风袭击使期价继续反弹,2017-08-23
瑞达期货：蛋价涨幅放缓期价高位整理,2017-08-23
供需面持续改善沪铜中长期维持走强格局,2017-08-21
铁矿石震荡偏强观望,2017-08-21
"原糖小幅上涨,郑糖窄幅波动",2017-08-21
浙商期货：基本面仍疲软甲醇先强后弱,2017-08-21
浙商期货：棕油产量旺季维持偏空思路,2017-08-21
螺纹钢逢低试多　煤焦上涨动力仍存,2017-08-18
供给压力大，糖价再度跌破13美分,2017-08-17
瑞达期货：双焦价差回归谨慎偏空思路,2017-08-16
"内外糖价反弹,油脂天气贴水压制盘面",2017-08-15
长安期货：多空博弈之下粕类见机行事,2017-08-15
长安期货：豆油寻觅低点建议长线持有,2017-08-14
巴西压榨高峰原糖触底反弹,2017-08-14
"USDA上调单产至49.4蒲,报告利空重挫美豆",2017-08-11
糖价内强外弱USDA报告前夕，美盘豆类温和震荡,2017-08-10
方正中期：底部支撑稳固沪胶不必悲观,2017-08-10
天气好转，美豆重回弱势震荡,2017-08-09
"美豆优良率上调1%至60%,美豆冲高回落",2017-08-09
美豆主产区降雨偏少，美豆小幅反弹,2017-08-08
中信期货：政策预期不明朗郑棉短期料承压,2017-08-08
白糖进口利润转正聚烯烃高位震荡等待突破,2017-08-07
南华期货：铁矿石多单逢高离场,2017-08-07
兴证期货：供给压力增大玉米弱势运行,2017-08-07
华安期货：石化库存降低烯烃震荡偏强,2017-08-07
兴证期货：塑料供应压力短期波动为主,2017-08-07
原糖大幅波动郑糖6150盘整,2017-08-04
糖价冲高回落降雨高于预期，美豆重挫36美分,2017-08-02
"原糖大幅反弹美豆优良率上调2%至59%,关注市场反应",2017-08-01
内外糖价窄幅震荡现货紧缺使ICE期棉震荡整理,2017-07-31
政策传闻支撑糖价出口利好美棉冲高回落延续反弹走势,2017-07-28
糖价超跌反弹美棉遇阻回落，期价延续震荡走势,2017-07-27
原糖大幅下跌美棉生长优良率下降使期价继续反弹,2017-07-26
瑞达期货：周边金属走强带动沪铅增仓上行,2017-07-26
原糖持稳美国棉区降雨有利新棉生长,2017-07-25
方正中期：供应转为宽松玉米上行受阻,2017-07-25
浙商期货：棉花供应充足仍以震荡为主,2017-07-25
原糖冲高回落基金减持大豆空头,2017-07-24
中投期货：铁矿石下半年供给压力加大,2017-07-24
方正中期：外糖面临过剩内糖无奈补跌,2017-07-21
基金买盘支撑盘面美盘豆类商品全线上扬,2017-07-21
原糖延续上行郑糖或有补涨,2017-07-20
原糖延续反弹美豆冲高遭遇技术性抛压,2017-07-19
郑糖二次跌破6200，谷物拖累盘面，关注优良率下调至61%盘面反应,2017-07-18
原糖延续反弹棉花技术支撑显现，美棉止跌震荡整理,2017-07-17
优良率下调至62%提振美豆月度报告提防震荡,2017-07-12
徽商期货：产业链疲软延续塑料底部行情难改,2017-07-12
对话螺纹十字路口的交易之约,2017-07-10
白糖配额外进口利润开始转负,2017-07-10
内外糖价小幅反弹，美豆优良率下调至64%,2017-07-07
美盘豆类复盘后继续上涨关注优良率对盘面的影响,2017-07-06
郑糖大幅下跌，郑棉维持震荡走势,2017-07-05
美小麦轧空波及豆类基金翻仓推升美盘豆类,2017-07-04
华泰期货：原油市场供需趋于平衡过剩局面有望缓解,2017-07-04
方正中期：双焦上涨正当时趋势多单持有,2017-07-03
华泰期货：低库存力挺锌市股期联动走升,2017-07-03
进口钴矿价格趋涨四钴出口创新低---5月钴进出口分析,2017-07-03
季度报告略微偏多美豆上涨27美分反应过大,2017-07-03
临近交割原糖大幅反弹，USDA季度报告前夕美盘表现相对平稳,2017-06-30
南华期货：煤焦上涨过快短多逢高止盈,2017-06-30
兴证期货：原油下破前低关键点位考验,2017-06-30
USDA种植面积报告前美棉维持弱势,2017-06-29
银河期货：期货市场各品种评述与操作建议,2017-06-28
南华期货：国际市场要闻及外盘分析评述摘要,2017-06-28
白糖9-1价差回落油脂油料场内抛压依然浓郁,2017-06-28
中州期货：期货市场各品种分析及交易提示,2017-06-27
"中电投先融:惊天铜地,铜价这一线有横盘的可能",2017-06-27
银河期货：期货市场各品种评述与操作建议,2017-06-27
南华期货：国际市场要闻及外盘分析评述摘要,2017-06-27
瑞达期货：蛋价全面下调期价低开高走,2017-06-27
方正中期：港口库存续增铁矿石或压力区承压波动,2017-06-23
南华期货：国际市场要闻及外盘分析评述摘要,2017-06-23
方正中期：螺纹钢或上涨承压资金洗盘增多,2017-06-23
中州期货：期货市场各品种分析及交易提示,2017-06-20
中电投先融：惊天铜地，铜价逢高做空思路不变,2017-06-20
银河期货：期货市场各品种评述与操作建议,2017-06-20
方正中期：铁矿石或延续震荡注意多空资金流向,2017-06-20
南华期货：国际市场要闻及外盘分析评述摘要,2017-06-20
方正中期：螺纹钢承压调整，或延续震荡,2017-06-20
股市短期继续走低期货市场弱势反弹,2017-06-19
银河期货：期货市场各品种评述与操作建议,2017-06-19
东海期货：此时此刻此景，已非彼时彼刻彼景,2017-06-19
方正中期：铁矿石或支撑性波动防资金集中异动,2017-06-19
南华期货：国际市场要闻及外盘分析评述摘要,2017-06-19
方正中期：流动性紧张预期减弱螺纹钢或强势震荡,2017-06-19
弘业期货：玉米早评，玉米多头的饺子该吃完了,2017-06-19
银河期货：期货市场各品种评述与操作建议,2017-06-16
"方正中期：螺纹钢或维持强势,注意资金主动性",2017-06-16
南华期货：国际市场要闻及外盘分析评述摘要,2017-06-16
方正中期：铁矿石或延续支撑性反弹波动,2017-06-16
华信期货:增产预期使美棉继续下跌,2017-06-15
兴证期货：淡季即将临近PTA走势趋弱,2017-06-14
方正中期：螺纹钢或承压大幅震荡资金洗盘加剧,2017-06-14
南华期货：国际市场要闻及外盘分析评述摘要,2017-06-14
方正中期：铁矿石或承压震荡调整注意资金积极性,2017-06-14
瑞达期货：鸡蛋现货企稳，期价窄幅整理,2017-06-13
瑞达期货：市场再现普涨行情短期缺乏上行动能,2017-06-13
中电投先融:铜价美联储利息会议前反弹受阻,2017-06-13
方正中期：资金上攻主动性减弱螺纹钢或延续震荡,2017-06-13
银河期货：期货市场各品种评述与操作建议,2017-06-13
方正中期：现货市场疲弱铁矿石或延续承压波动,2017-06-13
南华期货：国际市场要闻及外盘分析评述摘要,2017-06-13
银河期货：期货市场各品种评述与操作建议,2017-06-12
方正中期：螺纹钢或强势大震荡防资金打压洗盘,2017-06-12
南华期货：国际市场要闻及外盘分析评述摘要,2017-06-12
方正中期：铁矿石受螺纹钢影响加大注意资金流向,2017-06-12
银河期货：期货市场各品种评述与操作建议,2017-06-09
方正中期：现货维稳偏弱铁矿石或延续承压波动,2017-06-09
方正中期：螺纹钢或反弹承压注意资金流向,2017-06-09
南华期货：国际市场要闻及外盘分析评述摘要,2017-06-09
方正中期：螺纹钢反弹承压注意支撑区支撑强度,2017-06-08
瑞达期货：中国铜进口攀升，沪铜振荡反弹,2017-06-08
瑞达期货：IF介入压力区回撤仍可逢低买入,2017-06-08
中州期货：期货市场各品种分析及交易提示,2017-06-08
中电投先融：反弹空间有限，后市继续看跌,2017-06-08
方正中期：现货弱稳螺纹钢或延续承压波动,2017-06-08
南华期货：国际市场要闻及外盘分析评述摘要,2017-06-08
方正中期：铁矿石或延续承压波动注意资金流向,2017-06-08
银河期货：期货市场各品种评述与操作建议,2017-06-08
瑞达期货：股指介入压力区间回撤仍可逢低买入,2017-06-07
瑞达期货：短期成交量低迷DCE玉米可逢高抛空,2017-06-07
中州期货：期货市场各品种分析及交易提示,2017-06-07
"中电投先融期货:惊天铜地,铜价反弹的力度有限",2017-06-07
银河期货：期货市场各品种评述与操作建议,2017-06-07
方正中期：铁矿石或再有下探，防范减仓洗盘,2017-06-07
方正中期：螺纹钢或延续大幅震荡资金洗盘加剧,2017-06-07
南华期货：国际市场要闻及外盘分析评述摘要,2017-06-07
方正中期：资金集中减仓螺纹钢或阶段性震荡反弹,2017-06-06
中电投先融期货：惊天铜地，铜价看跌思路不变,2017-06-06
方正中期：铁矿石库存压力较重注意螺纹钢影响,2017-06-06
银河期货：铜市尾盘加速下跌中期维持偏空思路,2017-06-06
瑞达期货：短期修复持续，逢低轻仓试多,2017-06-06
瑞达期货：沪铜跌速加快可继续顺势加空,2017-06-06
银河期货：期货市场各品种评述与操作建议,2017-06-06
方正中期：螺纹钢或承压洗盘大波动现货成交转差,2017-06-06
南华期货：国际市场要闻及外盘分析评述摘要,2017-06-06
方正中期：铁矿石或有反弹承压洗盘波动,2017-06-06
方正中期：铁矿石或承压调整洗盘注意螺纹影响,2017-06-05
银河期货：经济忧虑仍在，铜价受阻于5日均线,2017-06-05
中州期货：期货市场各品种分析及交易提示,2017-06-05
瑞达期货：鸡蛋现货平静，期价再度下探,2017-06-05
瑞达期货：中小盘逆袭持续关注中证500机会,2017-06-05
银河期货：期货市场各品种评述与操作建议,2017-06-05
方正中期：螺纹钢或有大幅洗盘注意关口支撑强度,2017-06-05
南华期货：国际市场要闻及外盘分析评述摘要,2017-06-05
方正中期：铁矿石高位承压洗盘注意资金情绪影响,2017-06-05
银河期货：期货市场各品种评述与操作建议,2017-06-02
方正中期：成交弱钢价回调螺纹钢或承压下探调整,2017-06-02
方正中期：市场形势差铁矿石或延续承压弱势波动,2017-06-02
南华期货：国际市场要闻及外盘分析评述摘要,2017-06-02
黑色系压力大继续偏空思维,2017-06-02
方正中期：螺纹钢或反弹承压洗盘资金分歧较大,2017-06-01
方正中期：铁矿石或有承压调整洗盘波动,2017-06-01
瑞达期货：标的微跌，期权涨跌各异,2017-06-01
瑞达期货：白糖标的微涨期权涨跌各异,2017-06-01
银河期货：人民币继续升值，铜市小幅震荡,2017-06-01
"中电投先融:惊天铜地,铜价继续看跌思路不变",2017-06-01
中州期货：期货市场各品种分析及交易提示,2017-06-01
银河期货：期货市场各品种评述与操作建议,2017-06-01
方正中期：螺纹钢或有反弹承压波动洗盘将加大,2017-06-01
南华期货：国际市场要闻及外盘分析评述摘要,2017-06-01
方正中期：铁矿石或延续承压弱势调整波动,2017-06-01
方正中期：螺纹钢或延续承压弱势波动防超跌洗盘,2017-05-31
中电投先融期货：惊天铜地，铜价看空思路不变,2017-05-31
瑞达期货：沪铜跌破均线支撑，顺势短空,2017-05-31
瑞达期货：指数冲高回落，后市亦需谨慎,2017-05-31
中州期货：期货市场各品种分析及交易提示,2017-05-31
方正中期：铁矿石或压力区承压波动资金洗盘加大,2017-05-31
南华期货：国际市场要闻及外盘分析评述摘要,2017-05-31
方正中期：库存低位贴水较大螺纹钢或支撑性波动,2017-05-31
银河期货：期货市场各品种评述与操作建议,2017-05-31
近期供应压力持续，豆粕09-01价差有望走缩,2017-05-24
国信期货：库存矛盾突出胶价低位运行,2017-05-22
海通期货2017“笑傲江湖”实盘大赛正式开赛,2017-05-18
中电投先融：惊天铜地，铜价整体弱势格局没改变,2017-05-18
中州期货：期货市场各品种分析及交易提示,2017-05-18
南华期货：国际市场要闻及外盘分析评述摘要,2017-05-18
方正中期：螺纹钢修复贴水延续强势防资金异动,2017-05-18
方正中期：铁矿石或维持强势防范资金洗盘,2017-05-18
方正中期：螺纹钢放量大涨修复贴水延续强势防洗盘,2017-05-18
银河期货：期货市场各品种评述与操作建议,2017-05-17
上海大陆期货：商品资讯及评论20170517,2017-05-17
南华期货：国际市场要闻及外盘分析评述摘要,2017-05-17
方正中期：铁矿石或反抽压力区注意高位资金流向,2017-05-17
煤炭暴跌打击市场螺纹钢或承压震荡调整,2017-05-12
华泰期货:商品大幅波动下的铜镍机会,2017-05-11
瑞达期货：供强需弱预期沪镍宜逢高空,2017-05-11
上海大陆期货：商品资讯及评论20170505,2017-05-05
南华期货：国际市场要闻及外盘分析评述摘要,2017-05-05
方正中期：螺纹钢或延续承压弱势注意资金情绪影响,2017-05-05
方正中期：铁矿石延续承压跌势防短线减仓洗盘,2017-05-05
广州期货：多重利空压制，铜价短期弱势难改,2017-05-05
银河期货：期货市场各品种评述与操作建议,2017-05-05
银河期货：期货市场各品种评述与操作建议,2017-05-04
上海大陆期货：商品资讯及评论20170504,2017-05-04
方正中期：螺纹钢延续承压弱势波动防资金减仓洗盘,2017-05-04
南华期货：国际市场要闻及外盘分析评述摘要,2017-05-04
方正中期：铁矿石破位暴跌防资金极端打压及洗盘,2017-05-04
银河期货：罢工忧虑情绪缓和，铜价震荡回落,2017-05-03
瑞达期货：沪铜承压回调因美联储利率决议在即,2017-05-03
瑞达期货：股指小幅下挫，走势略显纠结,2017-05-03
中州期货：期货市场各品种分析及交易提示,2017-05-03
银河期货：期货市场各品种评述与操作建议,2017-05-03
南华期货：国际市场要闻及外盘分析评述摘要,2017-05-03
上海大陆期货：商品资讯及评论20170503,2017-05-03
中电投先融期货：惊天铜地，铜价只是反弹而已,2017-05-02
瑞达期货：股指延续修复，短期反弹可期,2017-05-02
瑞达期货：鸡蛋高开低走，建议维持观望,2017-05-02
中州期货：期货市场各品种分析及交易提示,2017-05-02
银河期货：期货市场各品种评述与操作建议,2017-05-02
上海大陆期货：商品资讯及评论20170502,2017-05-02
南华期货：国际市场要闻及外盘分析评述摘要,2017-05-02
南华期货：国际市场要闻及外盘分析评述摘要,2017-04-28
方正中期：现货维稳挺价螺纹钢延续强势防洗盘,2017-04-28
上海大陆期货：商品资讯及评论20170428,2017-04-28
方正中期：铁矿石或有上涨承压波动防资金洗盘,2017-04-28
银河期货：企业利润增速放缓铜价延续震荡走势,2017-04-27
中州期货：期货市场各品种分析及交易提示,2017-04-27
中电投先融:铜价有小反弹，但不改下跌趋势,2017-04-27
银河期货：期货市场各品种评述与操作建议,2017-04-27
方正中期：螺纹钢或延续承压波动市场抛压仍较重,2017-04-27
方正中期：铁矿石整体形势较差延续承压弱势波动,2017-04-27
南华期货：国际市场要闻及外盘分析评述摘要,2017-04-27
上海大陆期货：商品资讯及评论20170427,2017-04-27
瑞达期货：期指止跌趋稳，短线仍有反复,2017-04-26
瑞达期货：鸡蛋延续反弹，建议多单继续持有,2017-04-26
中电投先融：铜价短期反弹，后市看空思路不变,2017-04-26
银河期货：铜价震荡上行，短期仍维持震荡思路,2017-04-26
中州期货：期货市场各品种分析及交易提示,2017-04-26
银河期货：期货市场各品种评述与操作建议,2017-04-26
上海大陆期货：商品资讯及评论20170426,2017-04-26
方正中期：螺纹钢或有上冲承压波动防减仓洗盘,2017-04-26
南华期货：国际市场要闻及外盘分析评述摘要,2017-04-26
方正中期：铁矿石跟螺纹波动或上涨承压防洗盘,2017-04-26
中电投先融：惊天铜地，铜价反弹的力度有限,2017-04-25
中州期货：期货市场各品种分析及交易提示,2017-04-25
瑞达期货：期指弱势回升，信心仍需修复,2017-04-25
瑞达期货：豆油反弹乏力，表现弱于豆粕,2017-04-25
银河期货：期货市场各品种评述与操作建议,2017-04-25
南华期货：国际市场要闻及外盘分析评述摘要,2017-04-25
方正中期：市场心态仍偏弱螺纹钢延续震荡波动,2017-04-25
上海大陆期货：商品资讯及评论20170425,2017-04-25
方正中期：铁矿石延续震荡市场弱势形势下防洗盘,2017-04-25
银河期货：期货市场各品种评述与操作建议,2017-04-24
方正中期：库存日产皆增钢坯大跌螺纹钢或大洗盘,2017-04-24
南华期货：国际市场要闻及外盘分析评述摘要,2017-04-24
方正中期：现货市场形势仍较弱铁矿石或回踩支撑,2017-04-24
银河期货：期货市场各品种评述与操作建议,2017-04-21
方正中期：铁矿石或上冲承压洗盘防资金异动,2017-04-21
南华期货：国际市场要闻及外盘分析评述摘要,2017-04-21
方正中期：螺纹钢延续反弹或有承压洗盘波动,2017-04-21
上海大陆期货：商品资讯及评论 201704214,2017-04-21
中电投先融期货：惊天铜地，铜价看空思路不变,2017-04-20
中州期货：期货市场各品种分析及交易提示,2017-04-20
银河期货：期货市场各品种评述与操作建议,2017-04-20
方正中期：螺纹钢冲高回调，或承压下跌,2017-04-20
上海大陆期货：商品资讯及评论20170420,2017-04-20
方正中期：铁矿石或承压回落注意资金压盘力度,2017-04-20
南华期货：国际市场要闻及外盘分析评述摘要,2017-04-20
银河期货：期货市场各品种评述与操作建议,2017-04-19
方正中期：铁矿石大幅减仓延续弱势注意抛压情况,2017-04-19
方正中期：螺纹钢延续跌势期现货市场心态较差,2017-04-19
上海大陆期货：商品资讯及评论20170419,2017-04-19
南华期货：国际市场要闻及外盘分析评述摘要,2017-04-19
银河期货：期货市场各品种评述与操作建议,2017-04-18
方正中期：铁矿石破位延续跌势防范减仓洗盘,2017-04-18
南华期货：国际市场要闻及外盘分析评述摘要,2017-04-18
方正中期：螺纹钢延续跌势防资金打压后减仓,2017-04-18
上海大陆期货：商品资讯及评论20170418,2017-04-18
浙商期货：下游需求稳定镍价有望抬升,2017-04-17
银河期货：期货市场各品种评述与操作建议,2017-04-14
方正中期：铁矿石关口区支撑增强洗盘将加大,2017-04-14
南华期货：国际市场要闻及外盘分析评述摘要,2017-04-14
方正中期：6月底前取缔地条钢钢厂成本区支撑增强,2017-04-14
上海大陆期货：商品资讯及评论20170414,2017-04-14
银河期货：国内贸易形势改善铜价在下跌遇支撑,2017-04-13
中州期货：期货市场各品种分析及交易提示,2017-04-13
瑞达期货：沪铜探底回升46000关口失而复得,2017-04-13
瑞达期货：期指继续整固，回调仍可低吸,2017-04-13
上海大陆期货：商品资讯及评论20170413,2017-04-13
方正中期：螺纹钢反弹承压或延续弱势波动,2017-04-13
方正中期：铁矿石延续弱势500关口洗盘加大,2017-04-13
南华期货：国际市场要闻及外盘分析评述摘要,2017-04-13
银河期货：期货市场各品种评述与操作建议,2017-04-12
方正中期：铁矿石或延续承压弱势波动防洗盘,2017-04-12
方正中期：螺纹钢破位续跌防打压后减仓洗盘,2017-04-12
上海大陆期货：商品资讯及评论20170412,2017-04-12
上海大陆期货：商品资讯及评论 201704114,2017-04-11
南华期货：国际市场要闻及外盘分析评述摘要,2017-04-11
方正中期：螺纹钢超跌反弹3000关口洗盘加大,2017-04-11
方正中期：铁矿石市场形势较差或承压弱势波动,2017-04-11
银河期货：期货市场各品种评述与操作建议,2017-04-11
中电投先融：惊天铜地，铜价又来到时间窗节点,2017-04-06
银河期货：下游刚需入市，铜价高开后窄幅震荡,2017-04-06
中州期货：期货市场各品种分析及交易提示,2017-04-06
银河期货：期货市场各品种评述与操作建议,2017-04-06
方正中期：国务院部署改革重点任务螺纹钢或延震荡,2017-04-06
南华期货：国际市场要闻及外盘分析评述摘要,2017-04-06
上海大陆期货：商品资讯及评论20170406,2017-04-06
方正中期：铁矿石偏强震荡注意资金流向,2017-04-06
银河期货：节后铜市交投清淡，仍建议逢低买入,2017-04-05
中州期货：期货市场各品种分析及交易提示,2017-04-05
瑞达期货：政策利好刺激，期指延续升势,2017-04-05
瑞达期货：USDA报告利空，豆类低开高走,2017-04-05
银河期货：期货市场各品种评述与操作建议,2017-04-05
南华期货：国际市场要闻及外盘分析评述摘要,2017-04-05
上海大陆期货：商品资讯及评论20170405,2017-04-05
方正中期：螺纹钢注意雄安新区预期及钢厂调价影响,2017-04-05
方正中期：铁矿石注意钢厂调价及螺纹带动影响,2017-04-05
瑞达期货：沪指限售3200点或可适度低吸,2017-03-30
瑞达期货：沪铜振荡企稳，短期谨慎偏多,2017-03-30
"中电投先融:惊天铜地,铜价关注压力线的争夺",2017-03-30
中州期货：期货市场各品种分析及交易提示,2017-03-30
上海大陆期货：商品资讯及评论20170330,2017-03-30
南华期货：国际市场要闻及外盘分析评述摘要,2017-03-30
方正中期：螺纹钢延续支撑性偏强波动防减仓洗盘,2017-03-30
方正中期：铁矿石或有上冲承压波动防回调洗盘,2017-03-30
银河期货：期货市场各品种评述与操作建议,2017-03-30
银河期货：期货市场各品种评述与操作建议,2017-03-29
方正中期：铁矿石随螺纹强势反弹或续支撑性波动,2017-03-29
方正中期：螺纹钢环保预期显现后期或逐修复贴水,2017-03-29
南华期货：国际市场要闻及外盘分析评述摘要,2017-03-29
上海大陆期货：商品资讯及评论20170329,2017-03-29
瑞达期货：期指震荡回落，下方支撑成关键,2017-03-28
瑞达期货：承压系统均线，豆粕震荡回落,2017-03-28
中电投先融期货：惊天铜地，铜价反弹难以延续,2017-03-28
银河期货：年内新增矿产能有限，铜价小幅反弹,2017-03-28
银河期货：期货市场各品种评述与操作建议,2017-03-28
方正中期：螺纹钢或反弹承压波动防资金集中减仓,2017-03-28
方正中期：铁矿石或延续承压波动注意螺纹带动影响,2017-03-28
南华期货：国际市场要闻及外盘分析评述摘要,2017-03-28
银河期货：地产调控继续，铜价承压下挫,2017-03-27
中州期货：期货市场各品种分析及交易提示,2017-03-27
瑞达期货：豆油增仓大跌，向下寻找支撑,2017-03-27
瑞达期货：沪指冲高回落，上行格局未变,2017-03-27
南华期货：国际市场要闻及外盘分析评述摘要,2017-03-27
方正中期：螺纹钢或破位下跌防恐慌性超跌后反弹,2017-03-27
上海大陆期货：商品资讯及评论20170327,2017-03-27
方正中期：资金抛压较重铁矿石或破位续跌防洗盘,2017-03-27
银河期货：期货市场各品种评述与操作建议,2017-03-27
银河期货：期货市场各品种评述与操作建议,2017-03-24
上海大陆期货：商品资讯及评论20170324,2017-03-24
南华期货：国际市场要闻及外盘分析评述摘要,2017-03-24
方正中期：螺纹钢超跌反弹或有大幅震荡洗盘,2017-03-24
方正中期：铁矿石随螺纹波动注意多空资金主动性,2017-03-24
银河期货：铜矿罢工问题升级，铜价延续震荡,2017-03-23
中州期货：期货市场各品种分析及交易提示,2017-03-23
上海大陆期货：商品资讯及评论20170323,2017-03-23
南华期货：国际市场要闻及外盘分析评述摘要,2017-03-23
银河期货：期货市场各品种评述与操作建议,2017-03-23
方正中期：流动性紧张预期仍较重螺纹防打压反弹,2017-03-22
方正中期：铁矿石承压波动防洗盘资金紧张预期较重,2017-03-22
南华期货：国际市场要闻及外盘分析评述摘要,2017-03-22
上海大陆期货：商品资讯及评论20170322,2017-03-22
银河期货：期货市场各品种评述与操作建议,2017-03-22
中州期货：期货市场各品种分析及交易提示,2017-03-21
银河期货：期货市场各品种评述与操作建议,2017-03-21
方正中期：钢厂调价节点螺纹或延续承压波动,2017-03-21
南华期货：国际市场要闻及外盘分析评述摘要,2017-03-21
上海大陆期货：商品资讯及评论 201703213,2017-03-21
方正中期：资金市场流动性紧张铁矿石承压波动,2017-03-21
"瑞达期货：沪指弱势震荡,市场格局或转变",2017-03-20
瑞达期货：郑棉继续下行，短期偏弱走势,2017-03-20
"中电投先融期货:惊天铜地,铜价十字路口的徘徊",2017-03-20
银河期货：期货市场各品种评述与操作建议,2017-03-20
上海大陆期货：商品资讯及评论20170320,2017-03-20
方正中期：楼市分类调控政策压制螺纹高位承压波动,2017-03-20
南华期货：国际市场要闻及外盘分析评述摘要,2017-03-20
方正中期：铁矿石高位承压震荡注意资金情绪波动,2017-03-20
上海大陆期货：商品资讯及评论20170317,2017-03-17
南华期货：国际市场要闻及外盘分析评述摘要,2017-03-17
方正中期：资金集中增减仓洗盘铁矿石高位承压,2017-03-17
方正中期：发改委召开部际联席会议螺纹钢承压波动,2017-03-17
银河期货：期货市场各品种评述与操作建议,2017-03-17
方正中期：加息及耶伦讲话符预期铁矿石或续涨势,2017-03-16
方正中期：加息靴子落地螺纹钢或延续涨势,2017-03-16
